11.899,0.182
7.705,0.153
12.822,0.246
10.249,0.170
11.308,0.178
10.470,0.119
15.262,0.229
9.557,0.259
10.897,0.127
7.996,0.000
16.276,0.412
11.509,0.025
10.024,0.008
10.249,0.017
8.277,0.310
14.176,0.255
9.793,0.123
10.249,0.225
15.558,0.471
7.705,0.008
9.557,0.225
9.067,0.153
12.089,0.191
7.403,0.195
9.557,0.110
10.685,0.305
13.684,0.314
12.277,0.195
9.793,0.199
11.899,0.259
18.753,0.382
9.315,0.229
10.897,0.025
9.793,0.038
11.308,0.233
10.470,0.136
12.461,0.322
9.793,0.123
13.346,0.127
13.174,0.017
10.897,0.127
14.176,0.165
11.509,0.182
12.461,0.513
10.685,0.246
11.705,0.399
8.548,0.030
11.899,0.127
8.277,0.000
9.067,0.178
16.135,0.148
11.509,0.055
12.643,0.339
10.470,0.102
7.705,0.144
12.999,0.221
10.685,0.085
11.308,0.098
15.992,0.038
14.806,0.013
10.685,0.059
11.705,0.212
7.705,0.000
12.822,0.339
8.811,0.110
8.548,0.305
10.249,0.085
11.705,0.297
10.470,0.093
11.308,0.093
11.509,0.042
8.548,0.021
11.105,0.238
10.685,0.301
14.651,0.174
14.176,0.038
10.249,0.216
8.548,0.059
11.899,0.225
14.176,0.331
8.548,0.144
9.557,0.191
14.806,0.055
10.897,0.025
10.897,0.127
11.899,0.110
12.461,0.115
12.999,0.051
8.548,0.059
16.276,0.165
8.548,0.148
